customer_id,customer_name,contact_name,phone,phone_clean,email,city,state,region,region_clean,customer_since,,,,,,,,,,,,
CUST01024,Cedar Long-Term Care Facility,Kenneth Diaz,(153) 017-3167,(153) 017-3167,Kenneth.Diaz56@cedar.com,Hartford,CT,East,East,2017-10-12,,,,,,,,,,,,
CUST01025,Parkview Health System,Linda Carter,441.339.5479,(441) 339-5479,Linda.Carter992@parkview.com,Fargo,ND,North,North,2015-12-05,,,,,,,,,,,,
CUST01026,Mercy Community Clinic,Emma Morgan,579 057 1918,(579) 057-1918,Emma.Morgan408@mercy.com,Dallas,TX,South,South,2019-10-02,,,,,,,,,,,,
CUST01027,Westfield Community Clinic,Debra Bailey,561 833 5974,(561) 833-5974,Debra.Bailey472@westfield.com,Denver,CO,West,West,2018-11-18,,,,,,,,,,,,
CUST01028,Riverside Health System,Christopher Brown,377-184-3019,(377) 184-3019,Christopher.Brown618@riverside.com,Boston,MA,Northeast,East,2018-01-27,,,,,,,,,,,,
CUST01029,Hilltop Medical Center,Lisa Bailey,(297) 323-9644,(297) 323-9644,Lisa.Bailey944@hilltop.com,Atlanta,GA,South,South,2012-12-28,,,,,,,,,,,,
CUST01030,Southport Urgent Care Clinic,Raymond Lee,(769) 924-2773,(769) 924-2773,Raymond.Lee230@southport.com,Birmingham,AL,South,South,2021-12-31,,,,,,,,,,,,
CUST01031,Union Long-Term Care Facility,Daniel Gutierrez,209-140-1693,(209) 140-1693,Daniel.Gutierrez286@union.com,Dallas,TX,South,South,2016-07-31,,,,,,,,,,,,
CUST01032,Northgate Hospital,Paul Baker,998.290.7551,(998) 290-7551,Paul.Baker130@northgate.com,Boston,MA,East,East,2018-09-22,,,,,,,,,,,,
CUST01033,Parkview Pharmacy,Ashley Ramirez,991.383.1006,(991) 383-1006,Ashley.Ramirez690@parkview.com,Boston,MA,East,East,2013-06-21,,,,,,,,,,,,
CUST01034,Trinity Hospital,Catherine Morris,773.316.8066,(773) 316-8066,Catherine.Morris29@trinity.com,Atlanta,GA,South,South,2019-12-08,,,,,,,,,,,,
CUST01035,Northgate Pharmacy,Catherine Jones,(059) 529-8424,(059) 529-8424,Catherine.Jones656@northgate.com,Albany,NY,East,East,2020-08-10,,,,,,,,,,,,
CUST01036,Westfield Long-Term Care Facility,Deborah Reed,406-758-2676,(406) 758-2676,Deborah.Reed949@westfield.com,Milwaukee,WI,North,North,2010-01-20,,,,,,,,,,,,
CUST01037,Trinity Long-Term Care Facility,Cynthia Wright,(363) 856-4614,(363) 856-4614,Cynthia.Wright323@trinity.com,Dallas,TX,South,South,2023-05-07,,,,,,,,,,,,
CUST01038,Cornerstone Medical Center,Raymond Cook,(399) 798-4914,(399) 798-4914,Raymond.Cook438@cornerstone.com,Dallas,TX,South,South,2010-10-09,,,,,,,,,,,,
CUST01039,Beacon Health System,Steven Carter,(932) 664-3223,(932) 664-3223,Steven.Carter104@beacon.com,Philadelphia,PA,Southeast,South,2012-12-07,,,,,,,,,,,,
CUST01040,Valley Pharmacy,Jack Lee,4853400127,(485) 340-0127,Jack.Lee141@valley.com,Minneapolis,MN,North,North,2014-05-01,,,,,,,,,,,,
CUST01041,Cornerstone Long-Term Care Facility,Thomas Clark,256-787-1888,(256) 787-1888,Thomas.Clark462@cornerstone.com,Boston,MA,East,East,2021-10-17,,,,,,,,,,,,
CUST01042,Heritage Community Clinic,Samuel Mitchell,(841) 680-6134,(841) 680-6134,Samuel.Mitchell411@heritage.com,Sacramento,CA,West,West,2016-11-11,,,,,,,,,,,,
CUST01043,Cornerstone Medical Center,James Richardson,586-794-9638,(586) 794-9638,James.Richardson879@cornerstone.com,Boston,MA,Midwest,North,2019-12-23,,,,,,,,,,,,
CUST01044,Northgate Hospital,Carol Rivera,0926166201,(092) 616-6201,Nancy.Roberts863@summit.com,Sacramento,CA,Midwest,North,2017-02-23,,,,,,,,,,,,
CUST01045,Parkview Community Clinic,Laura Scott,8655575124,(865) 557-5124,Laura.Scott6@parkview.com,Portland,OR,West,West,2010-02-26,,,,,,,,,,,,
CUST01046,Grace Pharmacy,Carol Wilson,682.405.1665,(682) 405-1665,Carol.Wilson158@grace.com,Portland,OR,West,West,2013-12-05,,,,,,,,,,,,
CUST01047,Westfield Urgent Care Clinic,Edward Williams,(997) 402-3386,(997) 402-3386,Edward.Williams525@westfield.com,Albany,NY,East,East,2015-03-27,,,,,,,,,,,,
CUST01048,Union Long-Term Care Facility,Shirley Evans,703-630-9442,(703) 630-9442,Shirley.Evans63@union.com,Sacramento,CA,West,West,2013-11-21,,,,,,,,,,,,
CUST01049,Union Pharmacy,Laura Rodriguez,(830) 941-3490,(830) 941-3490,Laura.Rodriguez844@union.com,Billings,MT,North,North,2023-08-16,,,,,,,,,,,,
CUST01050,Beacon Medical Center,Paul Ortiz,(245) 284-1356,(245) 284-1356,Paul.Ortiz14@beacon.com,Denver,CO,West,West,2016-09-13,,,,,,,,,,,,
CUST01051,Lakeside Urgent Care Clinic,Frank Williams,674.809.5739,(674) 809-5739,Frank.Williams910@lakeside.com,Seattle,WA,West,West,2017-07-21,,,,,,,,,,,,
CUST01052,Heritage Health System,Anna Kim,602.944.2031,(602) 944-2031,Anna.Kim999@heritage.com,Milwaukee,WI,North,North,2013-02-20,,,,,,,,,,,,
CUST01053,Crossroads Urgent Care Clinic,Ryan Stewart,073 420 3197,(073) 420-3197,Ryan.Stewart293@crossroads.com,Hartford,CT,East,East,2021-12-11,,,,,,,,,,,,
CUST01054,Parkview Medical Center,Eric Taylor,(141) 864-8230,(141) 864-8230,Eric.Taylor860@parkview.com,Hartford,CT,East,East,2023-08-08,,,,,,,,,,,,
CUST01055,Crossroads Urgent Care Clinic,Samuel Campbell,419 623 3260,(419) 623-3260,Samuel.Campbell740@crossroads.com,Denver,CO,West,West,2022-04-22,,,,,,,,,,,,
CUST01056,Beacon Medical Center,Nicole Ramirez,748-317-3066,(748) 317-3066,Nicole.Ramirez673@beacon.com,Newark,NJ,East,East,2024-05-28,,,,,,,,,,,,
CUST01057,Cedar Community Clinic,Larry Flores,817.882.4265,(817) 882-4265,Larry.Flores425@cedar.com,Albany,NY,East,East,2023-12-21,,,,,,,,,,,,
CUST01058,Cornerstone Health System,Patricia Martin,(327) 237-1798,(327) 237-1798,Patricia.Martin906@cornerstone.com,Sioux Falls,SD,North,North,2013-11-03,,,,,,,,,,,,
CUST01059,Hilltop Hospital,Carol King,(654) 870-8477,(654) 870-8477,Carol.King73@hilltop.com,Minneapolis,MN,North,North,2024-01-25,,,,,,,,,,,,
CUST01060,Parkview Long-Term Care Facility,Shirley Rodriguez,3981889073,(398) 188-9073,Shirley.Rodriguez362@parkview.com,Phoenix,AZ,West,West,2023-01-30,,,,,,,,,,,,
CUST01061,Union Pharmacy,Stephen Rogers,458.962.6838,(458) 962-6838,Stephen.Rogers454@union.com,Denver,CO,Midwest,North,2019-03-22,,,,,,,,,,,,
CUST01062,Crossroads Hospital,Debra Cox,761 239 6121,(761) 239-6121,Debra.Cox29@crossroads.com,Milwaukee,WI,North,North,2024-03-05,,,,,,,,,,,,
CUST01063,Union Long-Term Care Facility,Christine Morales,(812) 988-6182,(812) 988-6182,Christine.Morales8@union.com,Billings,MT,North,North,2019-01-05,,,,,,,,,,,,
CUST01064,Beacon Medical Center,Mark Scott,237-298-2689,(237) 298-2689,Mark.Scott928@beacon.com,Minneapolis,MN,Midwest,North,2021-06-21,,,,,,,,,,,,
CUST01065,Trinity Community Clinic,Eric Lewis,0350675789,(035) 067-5789,Eric.Lewis998@trinity.com,Hartford,CT,East,East,2014-04-14,,,,,,,,,,,,
CUST01066,Mercy Urgent Care Clinic,Kenneth Cruz,731 231 5550,(731) 231-5550,Kenneth.Cruz693@mercy.com,Sacramento,CA,West,West,2010-09-26,,,,,,,,,,,,
CUST01067,Summit Urgent Care Clinic,Anthony Wilson,(938) 444-0458,(938) 444-0458,Anthony.Wilson996@summit.com,Billings,MT,North,North,2011-09-18,,,,,,,,,,,,
CUST01068,Cedar Urgent Care Clinic,Benjamin Gomez,123.503.6871,(123) 503-6871,Benjamin.Gomez839@cedar.com,Boston,MA,East,East,2021-12-22,,,,,,,,,,,,
CUST01069,Cedar Health System,Shirley Nguyen,7978023445,(797) 802-3445,Shirley.Nguyen270@cedar.com,Billings,MT,North,North,2019-03-30,,,,,,,,,,,,
CUST01070,Cornerstone Medical Center,Amy Ramirez,366.401.6329,(366) 401-6329,Amy.Ramirez777@cornerstone.com,Albany,NY,East,East,2021-03-08,,,,,,,,,,,,
CUST01071,Northgate Health System,Pamela Clark,7572927318,(757) 292-7318,Pamela.Clark728@northgate.com,Fargo,ND,North,North,2010-11-06,,,,,,,,,,,,
CUST01072,Cornerstone Hospital,Brian Allen,(423) 324-1651,(423) 324-1651,Brian.Allen551@cornerstone.com,Fargo,ND,North,North,2015-07-21,,,,,,,,,,,,
CUST01073,Trinity Health System,Benjamin Kelly,344 674 6215,(344) 674-6215,Benjamin.Kelly366@trinity.com,Sacramento,CA,West,West,2022-03-21,,,,,,,,,,,,
CUST01074,Cedar Urgent Care Clinic,Shirley Gonzalez,(916) 170-5022,(916) 170-5022,Shirley.Gonzalez415@cedar.com,Portland,OR,West,West,2022-08-30,,,,,,,,,,,,
CUST01075,Cedar Health System,Andrew Brown,4476094837,(447) 609-4837,Andrew.Brown754@cedar.com,Albany,NY,East,East,2012-11-18,,,,,,,,,,,,
CUST01076,Summit Health System,Lisa Anderson,330 265 0996,(330) 265-0996,Lisa.Anderson572@summit.com,Portland,OR,West,West,2014-03-26,,,,,,,,,,,,
CUST01077,Grace Medical Center,Daniel Jones,666.610.2563,(666) 610-2563,Daniel.Jones138@grace.com,Phoenix,AZ,West,West,2012-11-14,,,,,,,,,,,,
CUST01078,Southport Hospital,Jack Williams,(13) 768-3675,(013) 768-3675,Jack.Williams97@southport.com,Hartford,CT,East,East,2020-08-21,,,,,,,,,,,,
CUST01079,Parkview Long-Term Care Facility,Brian Rodriguez,446-144-0923,(446) 144-0923,Brian.Rodriguez469@parkview.com,Fargo,ND,North,North,2016-10-26,,,,,,,,,,,,
CUST01080,Grace Long-Term Care Facility,William Reed,260-186-3726,(260) 186-3726,William.Reed599@grace.com,Boston,MA,East,East,2018-01-01,,,,,,,,,,,,
CUST01081,Grace Community Clinic,Margaret Peterson,(227) 764-1490,(227) 764-1490,Margaret.Peterson332@grace.com,Philadelphia,PA,East,East,2010-01-21,,,,,,,,,,,,
CUST01082,Union Hospital,Sandra Kelly,(344) 486-7228,(344) 486-7228,Sandra.Kelly1@union.com,Albany,NY,East,East,2016-09-29,,,,,,,,,,,,
CUST01083,Southport Medical Center,Barbara Anderson,546.157.4932,(546) 157-4932,Barbara.Anderson267@southport.com,Dallas,TX,South,South,2023-03-13,,,,,,,,,,,,
CUST01084,Crossroads Medical Center,Angela Parker,3120409543,(312) 040-9543,Angela.Parker436@crossroads.com,Denver,CO,West,West,2012-02-16,,,,,,,,,,,,
CUST01085,Northgate Health System,David Adams,(800) 187-3143,(800) 187-3143,David.Adams95@northgate.com,Billings,MT,North,North,2011-06-16,,,,,,,,,,,,
CUST01086,Southport Urgent Care Clinic,Debra Phillips,(210) 781-8710,(210) 781-8710,Debra.Phillips647@southport.com,Phoenix,AZ,West,West,2021-10-06,,,,,,,,,,,,
CUST01087,Trinity Urgent Care Clinic,Elizabeth Mitchell,706 802 6933,(706) 802-6933,Elizabeth.Mitchell965@trinity.com,Newark,NJ,East,East,2015-11-27,,,,,,,,,,,,
CUST01088,Northgate Hospital,Andrew Gonzalez,302-865-5052,(302) 865-5052,Andrew.Gonzalez99@northgate.com,Sioux Falls,SD,Northeast,East,2016-06-27,,,,,,,,,,,,
CUST01089,Summit Long-Term Care Facility,Rebecca Diaz,(015) 145-9920,(015) 145-9920,Rebecca.Diaz915@summit.com,Sioux Falls,SD,North,North,2015-08-09,,,,,,,,,,,,
CUST01090,Crossroads Hospital,Deborah Carter,(240) 053-9222,(240) 053-9222,Deborah.Carter144@crossroads.com,Atlanta,GA,South,South,2024-09-09,,,,,,,,,,,,
CUST01091,Maple Pharmacy,Lisa Gutierrez,484.339.1332,(484) 339-1332,Lisa.Gutierrez388@maple.com,Minneapolis,MN,Northeast,East,2012-08-14,,,,,,,,,,,,
CUST01092,Northgate Long-Term Care Facility,Joshua Hill,4564523428,(456) 452-3428,Joshua.Hill625@northgate.com,Atlanta,GA,South,South,2019-12-06,,,,,,,,,,,,
CUST01093,Riverside Medical Center,Katherine Stewart,6634209536,(663) 420-9536,Katherine.Stewart641@riverside.com,Tampa,FL,South,South,2015-06-10,,,,,,,,,,,,
CUST01094,Cornerstone Urgent Care Clinic,William Wright,(356) 152-6655,(356) 152-6655,William.Wright500@cornerstone.com,Newark,NJ,East,East,2018-10-01,,,,,,,,,,,,
CUST01095,Mercy Hospital,Deborah Lee,641 475 3369,(641) 475-3369,Deborah.Lee296@mercy.com,New Orleans,LA,Southeast,South,2019-11-27,,,,,,,,,,,,
CUST01096,Eastview Long-Term Care Facility,Ashley Martin,353 896 2985,(353) 896-2985,Ashley.Martin297@eastview.com,Phoenix,AZ,West,West,2014-07-18,,,,,,,,,,,,
CUST01097,Grace Community Clinic,Paul Ramirez,157.127.6383,(157) 127-6383,Paul.Ramirez963@grace.com,Denver,CO,West,West,2024-10-15,,,,,,,,,,,,
CUST01098,Trinity Urgent Care Clinic,Nicole Walker,3906168249,(390) 616-8249,Nicole.Walker631@trinity.com,Hartford,CT,East,East,2023-08-25,,,,,,,,,,,,
CUST01099,Heritage Long-Term Care Facility,Angela Clark,(811) 683-7103,(811) 683-7103,Angela.Clark486@heritage.com,Sioux Falls,SD,Northeast,East,2012-12-07,,,,,,,,,,,,
CUST01100,Lakeside Medical Center,Stephanie Scott,014-896-7808,(014) 896-7808,Stephanie.Scott588@lakeside.com,Seattle,WA,West,West,2014-08-31,,,,,,,,,,,,
CUST01101,Summit Pharmacy,Nancy Roberts,394 762 5429,(394) 762-5429,Nancy.Roberts863@summit.com,Fargo,ND,North,North,2016-08-26,,,,,,,,,,,,
CUST01102,Grace Urgent Care Clinic,Debra Hernandez,(729) 940-3694,(729) 940-3694,Debra.Hernandez684@grace.com,Atlanta,GA,South,South,2012-06-18,,,,,,,,,,,,
CUST01103,Trinity Hospital,Scott Anderson,196-706-8335,(196) 706-8335,Scott.Anderson34@trinity.com,Portland,OR,West,West,2012-05-09,,,,,,,,,,,,
CUST01104,Maple Medical Center,Matthew Lewis,(901) 639-9490,(901) 639-9490,Matthew.Lewis238@maple.com,Tampa,FL,South,South,2016-02-08,,,,,,,,,,,,
CUST01105,Northgate Urgent Care Clinic,Linda Martinez,348 140 9841,(348) 140-9841,Linda.Martinez886@northgate.com,Phoenix,AZ,West,West,2019-09-27,,,,,,,,,,,,
CUST01106,Beacon Medical Center,Michelle Lee,(811) 604-9910,(811) 604-9910,Michelle.Lee916@beacon.com,Dallas,TX,Southeast,South,2010-11-13,,,,,,,,,,,,
CUST01107,Crossroads Hospital,Betty King,(680) 199-0342,(680) 199-0342,Betty.King514@crossroads.com,Phoenix,AZ,West,West,2017-05-20,,,,,,,,,,,,
CUST01108,Heritage Urgent Care Clinic,Richard Clark,(353) 160-7917,(353) 160-7917,Richard.Clark943@heritage.com,Newark,NJ,East,East,2022-03-11,,,,,,,,,,,,
CUST01109,Lakeside Medical Center,Joshua Reyes,117-132-1940,(117) 132-1940,Joshua.Reyes686@lakeside.com,Fargo,ND,North,North,2010-02-05,,,,,,,,,,,,
CUST01110,Crossroads Hospital,Shirley Mitchell,8745271936,(874) 527-1936,Shirley.Mitchell503@crossroads.com,Fargo,ND,Northeast,East,2018-07-15,,,,,,,,,,,,
CUST01111,Trinity Urgent Care Clinic,Ashley Martin,107-491-6194,(107) 491-6194,Ashley.Martin122@trinity.com,New Orleans,LA,Midwest,North,2017-10-24,,,,,,,,,,,,
CUST01112,Lakeside Urgent Care Clinic,Steven Hall,(350) 696-2616,(350) 696-2616,Steven.Hall346@lakeside.com,Milwaukee,WI,Southeast,South,2013-10-01,,,,,,,,,,,,
CUST01113,Valley Urgent Care Clinic,Brandon Scott,025 471 7989,(025) 471-7989,Brandon.Scott534@valley.com,Portland,OR,West,West,2021-10-16,,,,,,,,,,,,
CUST01114,Trinity Urgent Care Clinic,Brian Phillips,9930051956,(993) 005-1956,Brian.Phillips214@trinity.com,Denver,CO,West,West,2018-03-15,,,,,,,,,,,,
CUST01115,Crossroads Urgent Care Clinic,Patricia King,271.726.6256,(271) 726-6256,Patricia.King392@crossroads.com,Newark,NJ,East,East,2010-03-07,,,,,,,,,,,,
CUST01116,Riverside Medical Center,Shirley Cruz,413 068 6240,(413) 068-6240,Shirley.Cruz797@riverside.com,Minneapolis,MN,North,North,2012-04-20,,,,,,,,,,,,
CUST01117,Riverside Pharmacy,Matthew Cook,041-728-2076,(041) 728-2076,Matthew.Cook738@riverside.com,Phoenix,AZ,West,West,2012-06-30,,,,,,,,,,,,
CUST01118,Mercy Pharmacy,Carol Martin,8222824084,(822) 282-4084,Carol.Martin539@mercy.com,Atlanta,GA,South,South,2014-04-27,,,,,,,,,,,,
CUST01119,Beacon Urgent Care Clinic,Brian Brown,084-791-3511,(084) 791-3511,Brian.Brown846@beacon.com,Albany,NY,Northeast,East,2017-01-19,,,,,,,,,,,,
CUST01120,Union Hospital,Scott Reyes,(892) 064-1578,(892) 064-1578,Scott.Reyes537@union.com,Seattle,WA,West,West,2015-05-23,,,,,,,,,,,,
CUST01121,Summit Pharmacy,Richard King,(194) 534-1952,(194) 534-1952,Richard.King295@summit.com,Minneapolis,MN,Southeast,South,2020-07-13,,,,,,,,,,,,
CUST01122,Trinity Health System,Mark Hall,2802188930,(280) 218-8930,Mark.Hall510@trinity.com,Portland,OR,West,West,2022-07-18,,,,,,,,,,,,
CUST01123,Riverside Community Clinic,Mary Green,(121) 397-4369,(121) 397-4369,Mary.Green834@riverside.com,Birmingham,AL,South,South,2017-06-12,,,,,,,,,,,,
CUST01124,Union Health System,Laura Reed,(994) 084-2906,(994) 084-2906,Laura.Reed653@union.com,Boston,MA,East,East,2011-02-05,,,,,,,,,,,,
CUST01125,Westfield Community Clinic,Sandra Edwards,860-610-6567,(860) 610-6567,Sandra.Edwards775@westfield.com,Newark,NJ,East,East,2016-02-18,,,,,,,,,,,,
CUST01126,Parkview Urgent Care Clinic,Linda Moore,(276) 136-8149,(276) 136-8149,Linda.Moore367@parkview.com,Minneapolis,MN,North,North,2014-12-07,,,,,,,,,,,,
CUST01127,Riverside Community Clinic,Lisa Adams,6992964447,(699) 296-4447,Lisa.Adams822@riverside.com,Newark,NJ,East,East,2010-03-16,,,,,,,,,,,,
CUST01128,Westfield Health System,Thomas Flores,423 480 0417,(423) 480-0417,Thomas.Flores114@westfield.com,Atlanta,GA,South,South,2017-06-04,,,,,,,,,,,,
CUST01129,Southport Urgent Care Clinic,Mary Lee,5574906279,(557) 490-6279,Mary.Lee285@southport.com,Denver,CO,Midwest,North,2013-09-09,,,,,,,,,,,,
CUST01130,Parkview Urgent Care Clinic,Carol Morgan,(332) 959-4523,(332) 959-4523,Carol.Morgan944@parkview.com,Milwaukee,WI,North,North,2013-02-15,,,,,,,,,,,,
CUST01131,Grace Health System,Gary Nguyen,(296) 629-9172,(296) 629-9172,Gary.Nguyen975@grace.com,Dallas,TX,South,South,2013-07-09,,,,,,,,,,,,
CUST01132,Summit Health System,Helen Clark,6782153926,(678) 215-3926,Helen.Clark487@summit.com,Dallas,TX,South,South,2010-02-10,,,,,,,,,,,,
CUST01133,Southport Medical Center,Lisa Martin,(313) 928-0485,(313) 928-0485,Lisa.Martin47@southport.com,Tampa,FL,South,South,2019-05-18,,,,,,,,,,,,
CUST01134,Cornerstone Pharmacy,James Davis,(335) 937-9719,(335) 937-9719,James.Davis662@cornerstone.com,Minneapolis,MN,North,North,2010-06-27,,,,,,,,,,,,
CUST01135,Cornerstone Hospital,James Edwards,256.471.8559,(256) 471-8559,James.Edwards594@cornerstone.com,Boston,MA,Northeast,East,2023-12-11,,,,,,,,,,,,
CUST01136,Summit Long-Term Care Facility,Kevin Carter,532.316.7781,(532) 316-7781,Kevin.Carter297@summit.com,Dallas,TX,South,South,2019-11-23,,,,,,,,,,,,
CUST01137,Westfield Community Clinic,Sharon Diaz,1945391177,(194) 539-1177,Sharon.Diaz349@westfield.com,Birmingham,AL,Midwest,North,2011-04-24,,,,,,,,,,,,
CUST01138,Valley Urgent Care Clinic,Samantha Davis,928 157 8061,(928) 157-8061,Samantha.Davis160@valley.com,Phoenix,AZ,Northeast,East,2012-12-17,,,,,,,,,,,,
CUST01139,Cedar Hospital,Betty Morales,870-676-3532,(870) 676-3532,Betty.Morales127@cedar.com,Sioux Falls,SD,North,North,2022-02-03,,,,,,,,,,,,
CUST01140,Cornerstone Urgent Care Clinic,Karen Cox,684.856.3711,(684) 856-3711,Karen.Cox320@cornerstone.com,Dallas,TX,South,South,2014-04-27,,,,,,,,,,,,
CUST01141,Lakeside Pharmacy,Laura Hall,539.892.3132,(539) 892-3132,Laura.Hall614@lakeside.com,Milwaukee,WI,North,North,2024-10-10,,,,,,,,,,,,
CUST01142,Crossroads Community Clinic,Larry Martinez,278.417.8376,(278) 417-8376,Larry.Martinez904@crossroads.com,Phoenix,AZ,West,West,2017-08-24,,,,,,,,,,,,
CUST01143,Crossroads Hospital,Deborah Rodriguez,065-266-4267,(065) 266-4267,Deborah.Rodriguez825@crossroads.com,Dallas,TX,Southeast,South,2013-03-29,,,,,,,,,,,,
CUST01144,Valley Medical Center,Anna Cruz,337.565.6976,(337) 565-6976,Anna.Cruz524@valley.com,Philadelphia,PA,East,East,2016-08-01,,,,,,,,,,,,
CUST01145,Trinity Health System,Justin Taylor,9451046250,(945) 104-6250,Justin.Taylor994@trinity.com,Atlanta,GA,South,South,2022-09-23,,,,,,,,,,,,
CUST01146,Union Medical Center,Jack Green,120-627-6729,(120) 627-6729,Jack.Green720@union.com,Denver,CO,West,West,2010-06-28,,,,,,,,,,,,
CUST01147,Parkview Health System,Charles Sanchez,421-291-4650,(421) 291-4650,Charles.Sanchez300@parkview.com,Tampa,FL,South,South,2021-01-25,,,,,,,,,,,,
CUST01148,Heritage Medical Center,Anthony Robinson,(797) 251-8407,(797) 251-8407,Anthony.Robinson666@heritage.com,Fargo,ND,North,North,2023-09-15,,,,,,,,,,,,
CUST01149,Summit Health System,Ronald Morales,233 720 9451,(233) 720-9451,Ronald.Morales410@summit.com,Fargo,ND,North,North,2019-12-27,,,,,,,,,,,,
CUST01150,Grace Pharmacy,Patrick Gutierrez,(286) 301-1220,(286) 301-1220,Frank.Reyes584@northgate.com,Birmingham,AL,South,South,2021-04-16,,,,,,,,,,,,
CUST01151,Summit Urgent Care Clinic,Alexander Cooper,833-367-9608,(833) 367-9608,Alexander.Cooper620@summit.com,Portland,OR,West,West,2019-02-04,,,,,,,,,,,,
CUST01152,Cedar Medical Center,Larry Miller,494.692.0856,(494) 692-0856,Larry.Miller117@cedar.com,Birmingham,AL,Southeast,South,2014-03-19,,,,,,,,,,,,
CUST01153,Eastview Hospital,Brian Ortiz,3500115461,(350) 011-5461,Brian.Ortiz733@eastview.com,Albany,NY,East,East,2024-05-28,,,,,,,,,,,,
CUST01154,Heritage Pharmacy,William Hall,890-441-0404,(890) 441-0404,William.Hall416@heritage.com,Milwaukee,WI,North,North,2018-08-20,,,,,,,,,,,,
CUST01155,Union Health System,Nicholas Miller,381.483.7475,(381) 483-7475,Nicholas.Miller202@union.com,Milwaukee,WI,North,North,2010-12-11,,,,,,,,,,,,
CUST01156,Riverside Health System,Helen Jones,(564) 717-7840,(564) 717-7840,Helen.Jones159@riverside.com,Sioux Falls,SD,North,North,2020-05-17,,,,,,,,,,,,
CUST01157,Maple Long-Term Care Facility,Eric Diaz,8371611586,(837) 161-1586,Eric.Diaz116@maple.com,Denver,CO,West,West,2011-11-29,,,,,,,,,,,,
CUST01158,Cornerstone Health System,Kevin Morgan,(983) 326-1705,(983) 326-1705,Kevin.Morgan213@cornerstone.com,Phoenix,AZ,West,West,2018-05-30,,,,,,,,,,,,
CUST01159,Eastview Hospital,Christine Ramos,(657) 285-3533,(657) 285-3533,Christine.Ramos789@eastview.com,Hartford,CT,Southeast,South,2021-06-03,,,,,,,,,,,,
CUST01160,Westfield Hospital,Edward Diaz,217.758.0158,(217) 758-0158,Edward.Diaz562@westfield.com,Birmingham,AL,South,South,2020-11-16,,,,,,,,,,,,
CUST01161,Northgate Health System,Mark Allen,532 727 6698,(532) 727-6698,Mark.Allen325@northgate.com,Milwaukee,WI,Midwest,North,2011-07-25,,,,,,,,,,,,
CUST01162,Mercy Community Clinic,Jonathan Reed,(854) 613-0873,(854) 613-0873,Jonathan.Reed947@mercy.com,Milwaukee,WI,North,North,2020-08-01,,,,,,,,,,,,
CUST01163,Riverside Hospital,Thomas Morris,277.771.1842,(277) 771-1842,Thomas.Morris669@riverside.com,Seattle,WA,West,West,2021-04-21,,,,,,,,,,,,
CUST01164,Northgate Medical Center,Margaret Miller,1210242344,(121) 024-2344,Margaret.Miller358@northgate.com,Billings,MT,Southeast,South,2024-10-09,,,,,,,,,,,,
CUST01165,Parkview Medical Center,Rebecca Phillips,619.971.6596,(619) 971-6596,Rebecca.Phillips789@parkview.com,Sacramento,CA,West,West,2020-03-18,,,,,,,,,,,,
CUST01166,Westfield Medical Center,Christopher Torres,683-344-0095,(683) 344-0095,Christopher.Torres968@westfield.com,Billings,MT,North,North,2013-02-07,,,,,,,,,,,,
CUST01167,Grace Community Clinic,Mary Collins,932 219 1439,(932) 219-1439,Mary.Collins22@grace.com,Newark,NJ,East,East,2018-02-12,,,,,,,,,,,,
CUST01168,Westfield Community Clinic,Ronald Martin,(157) 911-5010,(157) 911-5010,Ronald.Martin430@westfield.com,Seattle,WA,West,West,2010-03-15,,,,,,,,,,,,
CUST01169,Crossroads Pharmacy,Kenneth Torres,893-475-9783,(893) 475-9783,Kenneth.Torres520@crossroads.com,Milwaukee,WI,North,North,2021-03-23,,,,,,,,,,,,
CUST01170,Northgate Community Clinic,Ashley Cook,9214967914,(921) 496-7914,Ashley.Cook947@northgate.com,Boston,MA,East,East,2019-04-08,,,,,,,,,,,,
CUST01171,Grace Community Clinic,Michelle Gomez,031-726-6528,(031) 726-6528,Michelle.Gomez552@grace.com,Newark,NJ,East,East,2017-06-21,,,,,,,,,,,,
CUST01172,Cornerstone Urgent Care Clinic,Debra Carter,400.020.8601,(400) 020-8601,Debra.Carter809@cornerstone.com,Birmingham,AL,South,South,2010-05-24,,,,,,,,,,,,
CUST01173,Cedar Urgent Care Clinic,Sharon Ramirez,432.716.3033,(432) 716-3033,Sharon.Ramirez391@cedar.com,Billings,MT,North,North,2023-06-03,,,,,,,,,,,,
CUST01174,Northgate Community Clinic,Eric Anderson,0090899318,(009) 089-9318,Eric.Anderson745@northgate.com,Minneapolis,MN,North,North,2010-01-30,,,,,,,,,,,,
CUST01175,Westfield Long-Term Care Facility,Jack Robinson,(354) 158-9290,(354) 158-9290,Jack.Robinson51@westfield.com,Milwaukee,WI,North,North,2015-11-21,,,,,,,,,,,,
CUST01176,Southport Community Clinic,Katherine Diaz,366 280 8122,(366) 280-8122,Katherine.Diaz533@southport.com,Phoenix,AZ,West,West,2011-07-02,,,,,,,,,,,,
CUST01177,Cornerstone Urgent Care Clinic,Frank Young,470-531-1058,(470) 531-1058,Frank.Young9@cornerstone.com,Boston,MA,East,East,2023-09-30,,,,,,,,,,,,
CUST01178,Hilltop Medical Center,Sandra Stewart,(842) 189-1426,(842) 189-1426,Sandra.Stewart418@hilltop.com,New Orleans,LA,South,South,2017-12-26,,,,,,,,,,,,
